Dayswus,Edu,Income,Recency,LTV,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,x0_18-37,x0_38-57,x0_58-78,x1_morethan5visits,x2_above32disc,x3_AverageAmountorless
-1.2136904656767202,1.734652917935079,0.28880745968915267,-0.8329377836054617,0.7987529580229382,0.6968863231087652,-0.3846912072612659,-0.20064858049906456,-0.6375313308941746,-0.7672610478343896,-0.9034115394438085,-0.32749865997732097,0,1,0,0,0,0
0.7034881517848898,0.6622462319341099,1.2607618288401516,-0.4978164801604554,1.1218037684598265,-0.07683187761052493,-0.910301443765268,1.3894458771524065,-0.7666837085973358,-0.5026518719703855,-0.962880606911337,-1.191970880964084,0,0,1,0,0,0
-1.1494550996277486,-2.5549738260687973,-1.5550718573644575,0.016036185121887658,-0.7546403006735878,-2.0111273794087503,2.9003727708887475,-1.1547052550899473,3.2370400002006616,1.8788307108056514,1.8916346315300356,0.9692096715028237,1,0,0,1,1,1
0.743017607815026,-0.41016045406685925,-0.32199650905100125,-0.2073780171747832,-0.7512035899242592,1.5135888683124603,-0.7788988846392675,-1.393219423737668,-0.7666837085973358,-0.7672610478343896,2.307918103802736,0.9151801576911509,0,1,0,1,1,1
-0.30451297698358554,-0.41016045406685925,-0.1744175053033802,-1.168059087050468,-0.7168364824309732,1.4706045238280552,-0.910301443765268,-1.3137147008550945,-0.6375313308941746,-0.7672610478343896,0.7022532821794636,1.1312982129378417,0,1,0,1,1,1
0.0858404013140103,1.734652917935079,0.22591930219016643,-0.8552792038351288,-0.09479183680249705,0.48196460068674013,0.009516470116735726,-0.121143857616491,-0.3792265754878521,-0.8995656357663917,0.8211914171145208,-0.32749865997732097,0,1,0,0,0,0
-0.12168924284420521,-0.9463637970673437,-0.690998799045053,-0.8105963633757945,-0.7477668791749306,1.0407610789840052,-0.7788988846392675,-0.5186674720293588,-0.895836086300497,-0.6349564599023876,0.40490794484182063,0.10473745051606055,0,1,0,0,1,1
0.8121941558677646,-0.41016045406685925,0.488537618435933,-0.7882549431461275,0.7815694042762953,-0.46369097797016995,-0.5160937663872665,1.3099411542698332,-0.5083789531910133,0.29117565562162684,-0.8439424719762799,-1.5701774776457929,0,0,1,0,0,0
-0.22545406492331296,0.1260428889336253,-1.36509264986752,0.6862787920119002,-0.7512035899242592,-1.194424834205055,1.1921395022507406,0.9124175398569653,0.5248400684342764,0.555784831485631,0.8211914171145208,1.2933867543728599,1,0,0,1,1,1
-0.08710096881783595,0.1260428889336253,0.6563854534332274,-0.9669863049834642,-0.06042472930921108,1.5995575572812704,-0.647496325513267,-1.552228869502815,-0.7666837085973358,-0.7672610478343896,-0.3087208647685225,-0.16541011854230292,0,1,0,0,0,0
0.3921936855475665,-0.9463637970673437,-0.3061831686345895,0.15008470649989017,-0.5175072589699146,0.6968863231087652,0.40372414749473734,-0.9161910864422266,-0.7666837085973358,-0.10573810817437933,0.28596980990676346,0.8611506438794783,0,1,0,1,0,0
1.0889003480787185,1.1984495749345945,0.3368683280217113,-0.8329377836054617,0.17327160164513353,0.9118080455307902,-0.5160937663872665,-0.5186674720293588,-0.5083789531910133,-0.7672610478343896,-0.13031366236593672,-0.6516757428473572,0,0,1,0,0,0
0.7133705157924238,-0.41016045406685925,-0.5878651423800488,0.17242612672955726,-0.7408934576762733,0.5679332896555501,-0.3846912072612659,-0.7571816406770795,-0.6375313308941746,0.555784831485631,2.9620778459455503,0.7530916162561329,0,1,0,1,1,1
-0.4527484370965966,-0.9463637970673437,0.9523469100951232,0.619254531322899,0.13546778340251897,-1.5382995900802952,1.323542061376741,0.6739033712092446,0.7831448238405989,1.4819169470096454,-0.24925179730099392,-1.354059422399102,0,0,1,0,0,0
